#Wavelength (nm),U,G,R,I,Sum,Included
677,0,0,0.748774304,0,0.748774304,0.748774304
678,0,0,0.74916191,0,0.74916191,0.74916191
679,0,0,0.749427571,0,0.749427571,0.749427571
680,0,0,0.749307194,0,0.749307194,0.749307194
681,0,0,0.748865325,0,0.748865325,0.748865325
682,0,0,0.748408179,0,0.748408179,0.748408179
683,0,0,0.747994951,0,0.747994951,0.747994951
684,0,0,0.747596038,0,0.747596038,0.747596038
685,0,0,0.747411716,0,0.747411716,0.747411716
686,0,0,0.747387753,0,0.747387753,0.747387753
687,0,0,0.747536236,0,0.747536236,0.747536236
688,0,0,0.747854752,0,0.747854752,0.747854752
689,0,0,0.748246555,0,0.748246555,0.748246555
690,0,0,0.748842837,0,0.748842837,0.748842837
691,0,0,0.74952049,0,0.74952049,0.74952049
692,0,0,0.750224718,0,0.750224718,0.750224718
693,0,0,0.750904872,0,0.750904872,0.750904872
694,0,0,0.751390978,0,0.751390978,0.751390978
695,0,0,0.751750665,0,0.751750665,0.751750665
696,0,0,0.751768001,0,0.751768001,0.751768001
697,0,0,0.751200037,0,0.751200037,0.751200037
698,0,0,0.749487208,0,0.749487208,0.749487208
699,0,0,0.745183663,0,0.745183663,0.745183663
700,0,0,0.738511259,0,0.738511259,0.738511259
701,0,0,0.739678676,0,0.739678676,0.739678676
702,0,0,0.743784241,0,0.743784241,0.743784241
703,0,0,0.745387801,0,0.745387801,0.745387801
704,0,0,0.745547971,0,0.745547971,0.745547971
705,0,0,0.745255799,0,0.745255799,0.745255799
706,0,0,0.744798427,0,0.744798427,0.744798427
707,0,0,0.74426007,0,0.74426007,0.74426007
708,0,0,0.743872897,0,0.743872897,0.743872897
709,0,0,0.743590005,0,0.743590005,0.743590005
710,0,0,0.743349442,0,0.743349442,0.743349442
711,0,0,0.743323578,0,0.743323578,0.743323578
712,0,0,0.743445597,0,0.743445597,0.743445597
713,0,0,0.743646066,0,0.743646066,0.743646066
714,0,0,0.744086825,0,0.744086825,0.744086825
715,0,0,0.744683191,0,0.744683191,0.744683191
716,0,0,0.745338965,0,0.745338965,0.745338965
717,0,0,0.746181899,0,0.746181899,0.746181899
718,0,0,0.747085842,0,0.747085842,0.747085842
719,0,0,0.747897186,0,0.747897186,0.747897186
720,0,0,0.748471732,0,0.748471732,0.748471732
721,0,0,0.748560856,0,0.748560856,0.748560856
722,0,0,0.749173723,0,0.749173723,0.749173723
723,0,0,0.748729042,0,0.748729042,0.748729042
724,0,0,0.747347022,0,0.747347022,0.747347022
725,0,0,0.744583949,0,0.744583949,0.744583949
726,0,0,0.739424635,0,0.739424635,0.739424635
727,0,0,0.73092945,0,0.73092945,0.73092945
728,0,0,0.71953361,0,0.71953361,0.71953361
729,0,0,0.710371251,0,0.710371251,0.710371251
730,0,0,0.710421498,0,0.710421498,0.710421498
731,0,0,0.717034776,0,0.717034776,0.717034776
732,0,0,0.723564203,0,0.723564203,0.723564203
733,0,0,0.727767671,0,0.727767671,0.727767671
734,0,0,0.729891724,0,0.729891724,0.729891724
735,0,0,0.730395587,0,0.730395587,0.730395587
736,0,0,0.729859549,0,0.729859549,0.729859549
737,0,0,0.728710478,0,0.728710478,0.728710478
738,0,0,0.727034595,0,0.727034595,0.727034595
739,0,0,0.725076929,0,0.725076929,0.725076929
740,0,0,0.723034399,0,0.723034399,0.723034399
741,0,0,0.720690065,0,0.720690065,0.720690065
742,0,0,0.718334819,0,0.718334819,0.718334819
743,0,0,0.716008971,0,0.716008971,0.716008971
744,0,0,0.713733434,0,0.713733434,0.713733434
745,0,0,0.711510477,0,0.711510477,0.711510477
746,0,0,0.709323043,0,0.709323043,0.709323043
747,0,0,0.707133862,0,0.707133862,0.707133862
748,0,0,0.704882592,0,0.704882592,0.704882592
749,0,0,0.702482308,0,0.702482308,0.702482308
750,0,0,0.69981393,0,0.69981393,0.69981393
751,0,0,0.696718548,0,0.696718548,0.696718548
752,0,0,0.692985211,0,0.692985211,0.692985211
753,0,0,0.68833609,0,0.68833609,0.68833609
754,0,0,0.682405648,0,0.682405648,0.682405648
755,0,0,0.674713878,0,0.674713878,0.674713878
756,0,0,0.66463603,0.048025418,0.712661448,0.712661448
757,0,0,0.651376046,0.060438992,0.711815037,0.711815037
758,0,0,0.63396199,0.076733841,0.710695831,0.710695831
759,0,0,0.611296121,0.097957473,0.709253594,0.709253594
760,0,0,0.582285015,0.124193856,0.706478871,0.706478871
761,0,0,0.54602173,0.158077876,0.704099605,0.704099605
762,0,0,0.502050885,0.199388409,0.701439293,0.701439293
763,0,0,0.458056386,0.24086815,0.698924536,0.698924536
764,0,0,0.425756961,0.271356231,0.697113192,0.697113192
765,0,0,0.400757998,0.294894576,0.695652574,0.695652574
766,0,0,0.384125727,0.31028675,0.694412477,0.694412477
767,0,0,0.376241356,0.317194001,0.693435357,0.693435357
768,0,0,0.374878892,0.317591013,0.692469905,0.692469905
769,0,0,0.377134274,0.31423165,0.691365924,0.691365924
770,0,0,0.376204698,0.305935314,0.682140012,0.682140012
771,0,0,0.379715346,0.301904813,0.681620159,0.681620159
772,0,0,0.381874571,0.298975349,0.68084992,0.68084992
773,0,0,0.38237535,0.297641997,0.680017347,0.680017347
774,0,0,0.381109569,0.297995034,0.679104603,0.679104603
775,0,0,0.378198328,0.299966951,0.678165279,0.678165279
776,0,0,0.37387139,0.303375731,0.677247121,0.677247121
777,0,0,0.368420216,0.307972504,0.67639272,0.67639272
778,0,0,0.362163476,0.313471265,0.675634741,0.675634741
779,0,0,0.355383322,0.319542618,0.67492594,0.67492594
780,0,0,0.348447387,0.325974491,0.674421877,0.674421877
781,0,0,0.341411308,0.33236658,0.673777888,0.673777888
782,0,0,0.334535465,0.338672684,0.673208149,0.673208149
783,0,0,0.327879653,0.344905617,0.672785269,0.672785269
784,0,0,0.321307187,0.351208929,0.672516116,0.672516116
785,0,0,0.314510217,0.357979484,0.672489701,0.672489701
786,0,0,0.306815646,0.36578992,0.672605566,0.672605566
787,0,0,0.297289425,0.375720588,0.673010013,0.673010013
788,0,0,0.284460707,0.389375264,0.673835972,0.673835972
789,0,0,0.266187021,0.409114676,0.675301697,0.675301697
790,0,0,0.239614791,0.438119362,0.677734154,0.677734154
791,0,0,0.201784378,0.47975644,0.681540818,0.681540818
792,0,0,0.15187786,0.535096726,0.686974586,0.686974586
793,0,0,0.095326299,0.598337275,0.693663574,0.693663574
794,0,0,0.045237946,0.655105187,0.700343133,0.700343133
795,0,0,0,0.690971909,0.690971909,0.690971909
796,0,0,0,0.703594244,0.703594244,0.703594244
797,0,0,0,0.70107947,0.70107947,0.70107947
798,0,0,0,0.692806395,0.692806395,0.692806395
799,0,0,0,0.684668151,0.684668151,0.684668151
800,0,0,0,0.679239653,0.679239653,0.679239653
801,0,0,0,0.677138629,0.677138629,0.677138629
802,0,0,0,0.678199938,0.678199938,0.678199938
803,0,0,0,0.681618251,0.681618251,0.681618251
804,0,0,0,0.686644868,0.686644868,0.686644868
805,0,0,0,0.69242482,0.69242482,0.69242482
806,0,0,0,0.698153374,0.698153374,0.698153374
807,0,0,0,0.70315543,0.70315543,0.70315543
808,0,0,0,0.706954882,0.706954882,0.706954882
809,0,0,0,0.709317453,0.709317453,0.709317453
810,0,0,0,0.710250859,0.710250859,0.710250859
811,0,0,0,0.709963857,0.709963857,0.709963857
812,0,0,0,0.708796311,0.708796311,0.708796311
813,0,0,0,0.707141352,0.707141352,0.707141352
814,0,0,0,0.705378786,0.705378786,0.705378786
815,0,0,0,0.703828176,0.703828176,0.703828176
816,0,0,0,0.702722734,0.702722734,0.702722734
817,0,0,0,0.702202103,0.702202103,0.702202103
818,0,0,0,0.702316163,0.702316163,0.702316163
819,0,0,0,0.703037573,0.703037573,0.703037573
820,0,0,0,0.704277176,0.704277176,0.704277176
821,0,0,0,0.705977072,0.705977072,0.705977072
822,0,0,0,0.707907071,0.707907071,0.707907071
823,0,0,0,0.709905786,0.709905786,0.709905786
824,0,0,0,0.711823677,0.711823677,0.711823677
825,0,0,0,0.713537559,0.713537559,0.713537559
826,0,0,0,0.714960862,0.714960862,0.714960862
827,0,0,0,0.716049098,0.716049098,0.716049098
828,0,0,0,0.716799946,0.716799946,0.716799946
829,0,0,0,0.717248506,0.717248506,0.717248506
830,0,0,0,0.717460092,0.717460092,0.717460092
831,0,0,0,0.717520204,0.717520204,0.717520204
832,0,0,0,0.717524308,0.717524308,0.717524308
833,0,0,0,0.717568714,0.717568714,0.717568714
834,0,0,0,0.717742245,0.717742245,0.717742245
835,0,0,0,0.718119991,0.718119991,0.718119991
836,0,0,0,0.718758672,0.718758672,0.718758672
837,0,0,0,0.719693427,0.719693427,0.719693427
838,0,0,0,0.720936313,0.720936313,0.720936313
839,0,0,0,0.72247577,0.72247577,0.72247577
840,0,0,0,0.724277915,0.724277915,0.724277915
841,0,0,0,0.726211821,0.726211821,0.726211821
842,0,0,0,0.72812886,0.72812886,0.72812886
843,0,0,0,0.730174175,0.730174175,0.730174175
844,0,0,0,0.732181005,0.732181005,0.732181005
845,0,0,0,0.73405914,0.73405914,0.73405914
846,0,0,0,0.735647507,0.735647507,0.735647507
847,0,0,0,0.737030294,0.737030294,0.737030294
848,0,0,0,0.73807817,0.73807817,0.73807817
849,0,0,0,0.738761363,0.738761363,0.738761363
850,0,0,0,0.73899606,0.73899606,0.73899606
851,0,0,0,0.738955407,0.738955407,0.738955407
852,0,0,0,0.738600375,0.738600375,0.738600375
853,0,0,0,0.737986645,0.737986645,0.737986645
854,0,0,0,0.737183096,0.737183096,0.737183096
855,0,0,0,0.736188034,0.736188034,0.736188034
856,0,0,0,0.735234426,0.735234426,0.735234426
857,0,0,0,0.734320447,0.734320447,0.734320447
858,0,0,0,0.733515785,0.733515785,0.733515785
859,0,0,0,0.7328043,0.7328043,0.7328043
860,0,0,0,0.732390636,0.732390636,0.732390636
861,0,0,0,0.732312212,0.732312212,0.732312212
862,0,0,0,0.732593096,0.732593096,0.732593096
863,0,0,0,0.733088598,0.733088598,0.733088598
864,0,0,0,0.733871646,0.733871646,0.733871646
865,0,0,0,0.734923957,0.734923957,0.734923957
866,0,0,0,0.736291678,0.736291678,0.736291678
867,0,0,0,0.737776228,0.737776228,0.737776228
868,0,0,0,0.739402076,0.739402076,0.739402076
869,0,0,0,0.741108777,0.741108777,0.741108777
870,0,0,0,0.742909882,0.742909882,0.742909882
871,0,0,0,0.744582251,0.744582251,0.744582251
872,0,0,0,0.7461399,0.7461399,0.7461399
873,0,0,0,0.74760252,0.74760252,0.74760252
874,0,0,0,0.748761411,0.748761411,0.748761411
875,0,0,0,0.749654759,0.749654759,0.749654759
876,0,0,0,0.750252729,0.750252729,0.750252729
877,0,0,0,0.750621676,0.750621676,0.750621676
878,0,0,0,0.750602143,0.750602143,0.750602143
879,0,0,0,0.750285403,0.750285403,0.750285403
880,0,0,0,0.749774239,0.749774239,0.749774239
881,0,0,0,0.748626812,0.748626812,0.748626812
882,0,0,0,0.74720122,0.74720122,0.74720122
883,0,0,0,0.745622483,0.745622483,0.745622483
884,0,0,0,0.7439379,0.7439379,0.7439379
885,0,0,0,0.742195043,0.742195043,0.742195043
886,0,0,0,0.740438776,0.740438776,0.740438776
887,0,0,0,0.738709892,0.738709892,0.738709892
888,0,0,0,0.737043892,0.737043892,0.737043892
889,0,0,0,0.735469889,0.735469889,0.735469889
890,0,0,0,0.734068319,0.734068319,0.734068319
891,0,0,0,0.732801153,0.732801153,0.732801153
892,0,0,0,0.731670375,0.731670375,0.731670375
893,0,0,0,0.73067689,0.73067689,0.73067689
894,0,0,0,0.729815083,0.729815083,0.729815083
895,0,0,0,0.729073749,0.729073749,0.729073749
896,0,0,0,0.728437156,0.728437156,0.728437156
897,0,0,0,0.727886015,0.727886015,0.727886015
898,0,0,0,0.727398131,0.727398131,0.727398131
899,0,0,0,0.726950104,0.726950104,0.726950104
900,0,0,0,0.726440234,0.726440234,0.726440234
901,0,0,0,0.725378773,0.725378773,0.725378773
902,0,0,0,0.724366434,0.724366434,0.724366434
903,0,0,0,0.723307028,0.723307028,0.723307028
904,0,0,0,0.722185644,0.722185644,0.722185644
905,0,0,0,0.72091365,0.72091365,0.72091365
906,0,0,0,0.719640367,0.719640367,0.719640367
907,0,0,0,0.718286555,0.718286555,0.718286555
908,0,0,0,0.716855524,0.716855524,0.716855524
909,0,0,0,0.715354611,0.715354611,0.715354611
910,0,0,0,0.713717703,0.713717703,0.713717703
911,0,0,0,0.71211435,0.71211435,0.71211435
912,0,0,0,0.710483888,0.710483888,0.710483888
913,0,0,0,0.708844549,0.708844549,0.708844549
914,0,0,0,0.707214898,0.707214898,0.707214898
915,0,0,0,0.705536322,0.705536322,0.705536322
916,0,0,0,0.703980283,0.703980283,0.703980283
917,0,0,0,0.702484984,0.702484984,0.702484984
918,0,0,0,0.701063183,0.701063183,0.701063183
919,0,0,0,0.699416816,0.699416816,0.699416816
920,0,0,0,0.697783736,0.697783736,0.697783736
921,0,0,0,0.69624379,0.69624379,0.69624379
922,0,0,0,0.694796453,0.694796453,0.694796453
923,0,0,0,0.693437615,0.693437615,0.693437615
924,0,0,0,0.692159853,0.692159853,0.692159853
925,0,0,0,0.690952831,0.690952831,0.690952831
926,0,0,0,0.689879974,0.689879974,0.689879974
927,0,0,0,0.688772086,0.688772086,0.688772086
928,0,0,0,0.68768873,0.68768873,0.68768873
929,0,0,0,0.686611533,0.686611533,0.686611533
930,0,0,0,0.68552128,0.68552128,0.68552128
931,0,0,0,0.684398895,0.684398895,0.684398895
932,0,0,0,0.683225804,0.683225804,0.683225804
933,0,0,0,0.681985223,0.681985223,0.681985223
934,0,0,0,0.680662217,0.680662217,0.680662217
935,0,0,0,0.679244893,0.679244893,0.679244893
936,0,0,0,0.67772448,0.67772448,0.67772448
937,0,0,0,0.676096057,0.676096057,0.676096057
938,0,0,0,0.674358656,0.674358656,0.674358656
939,0,0,0,0.672515127,0.672515127,0.672515127
940,0,0,0,0.670264055,0.670264055,0.670264055
941,0,0,0,0.667231299,0.667231299,0.667231299
942,0,0,0,0.66412222,0.66412222,0.66412222
943,0,0,0,0.660949976,0.660949976,0.660949976
944,0,0,0,0.657804486,0.657804486,0.657804486
945,0,0,0,0.654545007,0.654545007,0.654545007
946,0,0,0,0.651259797,0.651259797,0.651259797
947,0,0,0,0.647959219,0.647959219,0.647959219
948,0,0,0,0.644652203,0.644652203,0.644652203
949,0,0,0,0.641346935,0.641346935,0.641346935
950,0,0,0,0.638051041,0.638051041,0.638051041
951,0,0,0,0.63477196,0.63477196,0.63477196
952,0,0,0,0.631593208,0.631593208,0.631593208
953,0,0,0,0.628371487,0.628371487,0.628371487
954,0,0,0,0.625191715,0.625191715,0.625191715
955,0,0,0,0.622063989,0.622063989,0.622063989
956,0,0,0,0.618999645,0.618999645,0.618999645
957,0,0,0,0.616010605,0.616010605,0.616010605
958,0,0,0,0.613108952,0.613108952,0.613108952
959,0,0,0,0.610305092,0.610305092,0.610305092
960,0,0,0,0.607606287,0.607606287,0.607606287
961,0,0,0,0.6031372,0.6031372,0.6031372
962,0,0,0,0.597945266,0.597945266,0.597945266
963,0,0,0,0.592842937,0.592842937,0.592842937
964,0,0,0,0.587809558,0.587809558,0.587809558
965,0,0,0,0.582744397,0.582744397,0.582744397
966,0,0,0,0.577769618,0.577769618,0.577769618
967,0,0,0,0.572781857,0.572781857,0.572781857
968,0,0,0,0.567754829,0.567754829,0.567754829
969,0,0,0,0.562590554,0.562590554,0.562590554
970,0,0,0,0.557420167,0.557420167,0.557420167
971,0,0,0,0.552153841,0.552153841,0.552153841
972,0,0,0,0.546781131,0.546781131,0.546781131
973,0,0,0,0.541220787,0.541220787,0.541220787
974,0,0,0,0.535620004,0.535620004,0.535620004
975,0,0,0,0.529904735,0.529904735,0.529904735
976,0,0,0,0.52407879,0.52407879,0.52407879
977,0,0,0,0.518074466,0.518074466,0.518074466
978,0,0,0,0.512049892,0.512049892,0.512049892
979,0,0,0,0.505941507,0.505941507,0.505941507
980,0,0,0,0.499762074,0.499762074,0.499762074
981,0,0,0,0.492492347,0.492492347,0.492492347
982,0,0,0,0.484523425,0.484523425,0.484523425
983,0,0,0,0.476536824,0.476536824,0.476536824
984,0,0,0,0.468548113,0.468548113,0.468548113
985,0,0,0,0.460572367,0.460572367,0.460572367
986,0,0,0,0.452623841,0.452623841,0.452623841
987,0,0,0,0.444715935,0.444715935,0.444715935
988,0,0,0,0.436860544,0.436860544,0.436860544
989,0,0,0,0.429068146,0.429068146,0.429068146
990,0,0,0,0.421347218,0.421347218,0.421347218
991,0,0,0,0.413704434,0.413704434,0.413704434
992,0,0,0,0.406215807,0.406215807,0.406215807
993,0,0,0,0.398741255,0.398741255,0.398741255
994,0,0,0,0.391353699,0.391353699,0.391353699
995,0,0,0,0.384053167,0.384053167,0.384053167
996,0,0,0,0.37683826,0.37683826,0.37683826
997,0,0,0,0.369706415,0.369706415,0.369706415
998,0,0,0,0.362653891,0.362653891,0.362653891
999,0,0,0,0.355676098,0.355676098,0.355676098
1000,0,0,0,0.348697239,0.348697239,0.348697239
1001,0,0,0,0.340723802,0.340723802,
1002,0,0,0,0.33287753,0.33287753,
1003,0,0,0,0.325081375,0.325081375,
1004,0,0,0,0.317328478,0.317328478,
1005,0,0,0,0.309612038,0.309612038,
1006,0,0,0,0.30192542,0.30192542,
1007,0,0,0,0.294262363,0.294262363,
1008,0,0,0,0.286617044,0.286617044,
1009,0,0,0,0.278984232,0.278984232,
1010,0,0,0,0.271359398,0.271359398,
1011,0,0,0,0.263669464,0.263669464,
1012,0,0,0,0.256050125,0.256050125,
1013,0,0,0,0.248429835,0.248429835,
1014,0,0,0,0.240807412,0.240807412,
1015,0,0,0,0.23318251,0.23318251,
1016,0,0,0,0.225555329,0.225555329,
1017,0,0,0,0.217926929,0.217926929,
1018,0,0,0,0.210298949,0.210298949,
1019,0,0,0,0.202673566,0.202673566,
1020,0,0,0,0.194985218,0.194985218,
1021,0,0,0,0.187849212,0.187849212,
1022,0,0,0,0.18099322,0.18099322,
1023,0,0,0,0.174215193,0.174215193,
1024,0,0,0,0.167450107,0.167450107,
1025,0,0,0,0.160633663,0.160633663,
1026,0,0,0,0.153903452,0.153903452,
1027,0,0,0,0.147194783,0.147194783,
1028,0,0,0,0.140510311,0.140510311,
1029,0,0,0,0.133786144,0.133786144,
1030,0,0,0,0.127157552,0.127157552,
1031,0,0,0,0.120560037,0.120560037,
1032,0,0,0,0.113995538,0.113995538,
1033,0,0,0,0.107400449,0.107400449,
1034,0,0,0,0.100907375,0.100907375,
1035,0,0,0,0.094452207,0.094452207,
1036,0,0,0,0.088036408,0.088036408,
1037,0,0,0,0.081597161,0.081597161,
1038,0,0,0,0.0752648,0.0752648,
1039,0,0,0,0.06897644,0.06897644,
1040,0,0,0,0.063113809,0.063113809,
1041,0,0,0,0,0,
1042,0,0,0,0,0,
1043,0,0,0,0,0,
1044,0,0,0,0,0,
1045,0,0,0,0,0,
1046,0,0,0,0,0,
1047,0,0,0,0,0,
1048,0,0,0,0,0,
1049,0,0,0,0,0,
1050,0,0,0,0,0,
